chain_oid,user_id,start_date,creationdate,years_since_registration,question_count,answer_count,comment_count,edits_count
14010573,109646,2018-06-19 13:30:51,2017-11-22 09:09:46,0.567620021562659,6,39,80,70
14010573,64409,2018-06-19 13:30:51,2015-12-27 17:38:26,2.47487141679351,22,12,30,103
14010595,865,2018-06-19 21:17:32,2010-09-21 22:04:41,7.73895138888889,6,439,1280,667
14010609,36393,2018-06-20 08:41:21,2014-08-29 07:54:13,3.80214446981228,17,68,181,202
14010614,115,2018-06-20 09:11:28,2010-07-22 22:00:13,7.90470176940639,139,2232,9454,87500
14010619,9839,2018-06-20 09:38:47,2012-08-29 11:33:21,5.80320668442415,1,325,598,928
14010619,25139,2018-06-20 09:38:47,2013-12-20 14:40:08,4.49805679223744,21,171,371,566
14010621,97475,2018-06-20 10:59:27,2017-05-18 11:44:10,1.08827108701167,15,12,33,68
14010621,79,2018-06-20 10:59:27,2010-07-22 19:56:07,7.90514332825977,24,1487,3284,3714
14010625,79,2018-06-20 10:51:12,2010-07-22 19:56:07,7.90512763191273,24,1487,3283,3714
14010631,44997,2018-06-27 13:15:55,2015-01-14 16:25:36,3.44826924784373,10,2,9,52
14010642,84455,2018-06-21 11:54:33,2016-10-14 22:00:39,1.67624410197869,17,357,699,784
14010643,16530,2018-06-20 15:34:56,2013-03-26 09:49:50,5.23695795281583,4,196,423,276
14010648,36921,2018-06-22 10:59:41,2014-09-12 10:51:08,3.76919434931507,29,124,218,271
14010650,8520,2018-06-20 16:51:10,2012-06-28 21:41:11,5.96725643708777,1,531,1074,961
14010650,106592,2018-06-20 16:51:10,2017-10-03 19:33:46,0.703800228310502,2,1,0,12
14010651,3076,2018-06-20 16:32:44,2011-04-13 15:51:56,7.18843378995434,5,127,145,192
14010651,78698,2018-06-20 16:32:44,2016-07-27 15:45:45,1.88844555428716,16,4,19,63
14010652,8520,2018-06-20 20:36:18,2012-06-28 21:41:11,5.96768477295789,1,531,1076,963
14010652,112447,2018-06-20 20:36:18,2018-01-11 19:47:38,0.435709030948757,7,23,51,287
14010689,79,2018-06-21 13:14:46,2010-07-22 19:56:07,7.90814050608828,24,1488,3287,3721
14010706,429,2018-06-21 16:20:19,2010-08-02 16:47:43,7.87871499238965,5,185,2000,937
14010744,9828,2018-06-22 14:04:05,2012-08-29 08:21:24,5.80955609462202,1,19,46,32
14010746,78446,2018-06-22 15:11:03,2016-07-23 00:23:23,1.906483384069,11,35,211,108
14010750,32912,2018-06-22 19:06:52,2014-06-27 04:16:05,3.97635232749873,7,2,29,26
14010750,16549,2018-06-22 19:06:52,2013-03-26 19:36:01,5.24172536149163,31,231,240,395
14010766,51371,2018-06-23 13:04:14,2015-04-30 13:44:31,3.14718363140538,8,1,6,28
14010780,84455,2018-06-25 02:22:35,2016-10-14 22:00:39,1.68611478944698,17,360,705,790
14010785,865,2018-06-23 17:43:01,2010-09-21 22:04:41,7.74950215626586,6,442,1287,677
14010803,15054,2018-06-25 02:21:00,2013-02-11 05:35:30,5.37017789193303,9,652,5137,997
14010806,15054,2018-06-25 02:50:19,2013-02-11 05:35:30,5.37023366945713,9,652,5140,997
14010806,45424,2018-06-25 02:50:19,2015-01-22 22:47:06,3.41895589167935,12,3,31,44
14010814,109646,2018-06-26 02:05:09,2017-11-22 09:09:46,0.585493499492643,6,45,89,78
14010814,8442,2018-06-26 02:05:09,2012-06-26 13:21:33,5.98843911719939,75,54,161,358
14010823,9839,2018-06-25 10:58:33,2012-08-29 11:33:21,5.81705707762557,1,326,601,930
14010823,35561,2018-06-25 10:58:33,2014-08-08 10:45:15,3.87057324961948,32,48,101,240
14010826,109646,2018-06-25 11:28:44,2017-11-22 09:09:46,0.583826040081177,6,44,85,76
14010826,97475,2018-06-25 11:28:44,2017-05-18 11:44:10,1.10202543125317,16,13,39,75
14010829,122311,2018-06-25 12:04:36,2018-06-12 12:41:01,0.0355471524606799,2,1,0,8
14010829,109646,2018-06-25 12:04:36,2017-11-22 09:09:46,0.583894279553526,6,45,87,77
14010832,51511,2018-06-25 12:45:22,2015-05-03 23:28:19,3.14329727929985,17,71,124,171
14010837,429,2018-06-25 13:58:15,2010-08-02 16:47:43,7.88940360223237,5,185,2003,937
14010842,79,2018-06-25 17:14:02,2010-07-22 19:56:07,7.91681490994419,25,1492,3291,3734
14010852,84455,2018-06-25 23:51:44,2016-10-14 22:00:39,1.68856751014713,17,362,710,792
14010852,45512,2018-06-25 23:51:44,2015-01-25 17:53:22,3.41369552257737,29,24,156,163
14010855,15054,2018-06-26 00:17:49,2013-02-11 05:35:30,5.37268325088787,9,652,5143,997
14010862,2856,2018-06-26 03:15:01,2011-05-03 01:25:23,7.15020858701167,3,557,953,1474
14010871,97475,2018-06-26 09:56:00,2017-05-18 11:44:10,1.10458872399797,17,13,42,78
14010874,10476,2018-06-26 12:10:34,2012-09-25 12:37:29,5.74583919964485,85,8,79,319
14010877,29569,2018-06-26 13:21:33,2014-04-25 09:05:43,4.17034975900558,29,12,70,118
14010877,7849,2018-06-26 13:21:33,2012-05-29 14:30:52,6.08069003678336,33,42,91,205
14010887,24989,2018-06-26 14:32:52,2013-12-17 03:56:17,4.5217591007103,4,44,54,91
14010887,29569,2018-06-26 14:32:52,2014-04-25 09:05:43,4.17048544520548,29,12,70,118
14010893,8520,2018-06-26 17:44:54,2012-06-28 21:41:11,5.98379702562151,1,531,1079,964
14010893,115117,2018-06-26 17:44:54,2018-02-23 12:47:31,0.337552099188229,6,3,11,26
14010901,77667,2018-06-26 18:13:54,2016-07-11 14:48:10,1.94628183663115,2,1,1,7
14010904,34531,2018-06-26 19:02:17,2014-07-14 22:07:58,3.93868781709792,28,529,2469,997
14010912,9839,2018-06-27 07:38:46,2012-08-29 11:33:21,5.82215642440386,1,327,605,935
14010912,44997,2018-06-27 07:38:46,2015-01-14 16:25:36,3.44762779046169,10,2,7,51
14010919,79,2018-06-27 04:02:57,2010-07-22 19:56:07,7.92078925672248,25,1492,3295,3736
14010920,98398,2018-06-27 03:27:22,2017-06-02 18:12:07,1.06749476788432,3,36,114,94
14010921,28687,2018-06-27 05:06:33,2014-04-01 05:01:06,4.23836653348554,6,139,343,254
14010921,15054,2018-06-27 05:06:33,2013-02-11 05:35:30,5.3759723173516,9,652,5147,997
14010921,115,2018-06-27 05:06:33,2010-07-22 22:00:13,7.92067415017758,139,2237,9475,87817
14010929,115,2018-06-27 07:09:27,2010-07-22 22:00:13,7.92090797818366,139,2239,9477,87831
14010937,48694,2018-06-27 10:20:33,2015-03-10 10:08:07,3.29522913495687,2,6,14,14
14010937,25814,2018-06-27 10:20:33,2014-01-15 10:55:21,4.44650913242009,92,1252,3813,4534
14010940,32958,2018-06-27 10:37:03,2014-06-28 09:14:09,3.98577416286149,14,316,722,1258
14010940,25814,2018-06-27 10:37:03,2014-01-15 10:55:21,4.44654052511416,92,1252,3814,4534
14010944,865,2018-06-27 11:45:09,2010-09-21 22:04:41,7.75978018772197,6,443,1293,680
14010944,3530,2018-06-27 11:45:09,2011-07-01 09:17:09,6.97973363774734,55,20,79,204
14010956,98398,2018-06-27 13:29:32,2017-06-02 18:12:07,1.0686404426687,3,36,117,96
14010968,84455,2018-06-27 16:03:33,2016-10-14 22:00:39,1.69315620243531,17,364,716,794
14010968,4892,2018-06-27 16:03:33,2011-11-23 06:17:29,6.59152600202943,19,161,677,422
14010974,42831,2018-06-27 17:18:13,2014-12-11 15:56:18,3.53919694951801,8,1,13,45
14010984,10919,2018-06-27 19:29:18,2012-10-11 23:59:35,5.70428028285134,3,90,291,223
14010988,98398,2018-06-27 20:17:30,2017-06-02 18:12:07,1.06941663495687,3,37,121,98
14010988,34441,2018-06-27 20:17:30,2014-07-11 14:33:44,3.95065404616946,32,32,59,139
14010990,118236,2018-07-05 06:54:59,2018-04-09 02:02:15,0.236173389142567,2,1,3,10
14010990,81764,2018-07-05 06:54:59,2016-08-31 14:38:07,1.83542021816337,11,147,557,246
14010990,7849,2018-07-05 06:54:59,2012-05-29 14:30:52,6.10461209411466,33,43,97,206
14011003,2856,2018-06-28 05:26:12,2011-05-03 01:25:23,7.15593762683917,3,557,955,1474
14011003,8202,2018-06-28 05:26:12,2012-06-14 07:14:11,6.04226030568239,16,43,145,120
14011028,20255,2018-06-28 12:58:52,2013-07-19 17:26:18,4.9309980339929,14,142,138,196
14011037,79,2018-06-28 14:18:22,2010-07-22 19:56:07,7.92469986681887,25,1495,3302,3746
14011038,16549,2018-06-28 15:51:30,2013-03-26 19:36:01,5.25505228944698,31,235,248,399
14011044,3137,2018-06-28 14:39:36,2011-05-27 19:27:58,7.08917738457636,27,192,496,596
14011049,112447,2018-06-28 15:46:37,2018-01-11 19:47:38,0.457075691273465,7,24,59,293
14011069,9880,2018-06-28 18:59:20,2012-08-30 22:22:33,5.82221610223237,84,359,1371,1059
14011077,107951,2018-06-29 01:18:59,2017-10-25 22:29:00,0.666076832825977,8,7,36,42
14011077,81764,2018-06-29 01:18:59,2016-08-31 14:38:07,1.81834259259259,11,145,542,240
14011077,9880,2018-06-29 01:18:59,2012-08-30 22:22:33,5.82293841958397,84,359,1373,1059
14011083,638,2018-06-29 23:53:27,2010-08-17 11:48:58,7.86096743404363,13,271,239,526
14011092,93170,2018-06-29 08:33:37,2017-03-10 14:28:57,1.29863901572806,2,9,3,22
14011125,934,2018-06-29 14:09:01,2010-10-01 18:58:03,7.73849118467783,9,1002,1599,2380
14011128,429,2018-07-06 16:25:27,2010-08-02 16:47:43,7.91982064941654,5,186,2015,939
14011128,62486,2018-07-06 16:25:27,2015-11-17 12:07:26,2.62925802257737,24,22,53,148
14011129,865,2018-06-30 16:52:59,2010-09-21 22:04:41,7.7685850456621,6,445,1305,684
14011132,109646,2018-06-29 14:47:42,2017-11-22 09:09:46,0.595163495687468,6,47,95,81
14011144,118525,2018-06-29 20:22:32,2018-04-12 02:05:49,0.213045503551497,1,3,1,7
14011149,638,2018-07-05 21:14:24,2010-08-17 11:48:58,7.87984290969051,13,276,246,535
14011156,51131,2018-07-02 13:29:23,2015-04-26 23:32:41,3.18172888127854,4,2,4,20
14011156,89632,2018-07-02 13:29:23,2017-01-13 21:08:03,1.46556570268899,8,36,59,105
14011159,34531,2018-06-30 19:46:06,2014-07-14 22:07:58,3.94973008625063,28,530,2481,998
14011162,28443,2018-07-02 10:17:35,2014-03-24 21:04:49,4.27274118467783,2,395,352,447
14011177,121816,2018-07-01 16:13:36,2018-06-03 07:49:44,0.0776709791983765,6,2,0,22
14011177,8503,2018-07-01 16:13:36,2012-06-28 13:06:24,6.01268493150685,16,21,43,109
14011179,15054,2018-07-01 22:26:16,2013-02-11 05:35:30,5.38342992135972,9,655,5165,1002
14011179,34531,2018-07-01 22:26:16,2014-07-14 22:07:58,3.95551426940639,28,531,2482,999
14011180,6995,2018-07-02 20:52:55,2012-04-17 17:01:39,6.21002904616946,27,10,60,103
14011188,87998,2018-07-02 09:38:57,2016-12-12 10:04:00,1.55132220319635,5,100,297,269
14011191,120129,2018-07-02 13:27:13,2018-05-05 16:19:12,0.158576896245561,1,11,27,15
14011191,84455,2018-07-02 13:27:13,2016-10-14 22:00:39,1.70929712075089,17,368,728,798
14011193,109646,2018-07-02 13:00:33,2017-11-22 09:09:46,0.603178811516996,6,48,99,82
14011193,99113,2018-07-02 13:00:33,2017-06-14 15:55:22,1.04966739599188,9,1,10,39
14011199,105900,2018-07-02 15:24:15,2017-09-20 11:39:43,0.773029934043633,1,67,64,88
14011199,106206,2018-07-02 15:24:15,2017-09-26 08:00:12,0.757009227549467,7,1,7,24
14011231,119687,2018-07-03 14:07:41,2018-04-29 02:22:41,0.176683789954338,2,1,1,7
14011231,27874,2018-07-03 14:07:41,2014-03-10 11:48:03,4.31533415778792,2,334,1241,10019
14011232,28687,2018-07-03 04:26:44,2014-04-01 05:01:06,4.25472913495687,6,142,347,259
14011232,15054,2018-07-03 04:26:44,2013-02-11 05:35:30,5.38685546676814,9,656,5170,1003
14011240,865,2018-07-03 07:13:17,2010-09-21 22:04:41,7.77570129375951,6,445,1308,685
14011240,54712,2018-07-03 07:13:17,2015-07-03 08:43:10,2.99023994799594,8,2,15,28
14011242,865,2018-07-03 07:09:17,2010-09-21 22:04:41,7.77569368340944,6,445,1307,685
14011242,115,2018-07-03 07:09:17,2010-07-22 22:00:13,7.94008574327752,139,2244,9501,88058
14011248,25814,2018-07-03 10:15:53,2014-01-15 10:55:21,4.46567833587012,92,1252,3819,4537
14011280,63384,2018-07-04 01:55:56,2015-12-04 01:39:39,2.57674330923389,1,567,545,2222
14011280,50411,2018-07-04 01:55:56,2015-04-13 05:00:57,3.22362059233891,15,2,43,98
14011282,15054,2018-07-04 02:44:11,2013-02-11 05:35:30,5.38940008244546,9,658,5177,1005
14011289,63384,2018-07-04 06:07:15,2015-12-04 01:39:39,2.57722146118721,1,568,548,2229
14011289,10661,2018-07-04 06:07:15,2012-10-02 15:43:59,5.74753285134449,2,23,25,43
14011294,442,2018-07-04 08:22:00,2010-08-03 01:23:43,7.91243965626585,145,621,1766,1809
14011321,119687,2019-08-14 08:03:22,2018-04-29 02:22:41,1.2890043442415,2,2,5,8
14011325,2856,2018-07-05 21:35:06,2011-05-03 01:25:23,7.17695912607813,3,558,959,1478
14011333,63384,2018-07-05 04:26:58,2015-12-04 01:39:39,2.57977038939625,1,570,550,2233
14011343,63384,2018-07-05 08:29:01,2015-12-04 01:39:39,2.58023091070523,1,571,553,2235
14011343,122311,2018-07-05 08:29:01,2018-06-12 12:41:01,0.0625342465753425,5,1,7,19
14011343,81764,2018-07-05 08:29:01,2016-08-31 14:38:07,1.83559912480974,11,147,557,246
14011344,106206,2018-07-05 09:04:41,2017-09-26 08:00:12,0.764506246829021,8,1,12,28
14011344,7849,2018-07-05 09:04:41,2012-05-29 14:30:52,6.10485885971588,33,44,98,208
14011346,32958,2018-07-05 09:49:29,2014-06-28 09:14:09,4.02198503297818,14,322,738,1308
14011355,60898,2018-07-05 15:10:18,2015-10-16 16:38:06,2.71353158295282,23,3,58,102
14011382,112447,2018-07-05 21:41:35,2018-01-11 19:47:38,0.479668854642314,7,25,62,298
14011391,16530,2018-07-06 08:52:31,2013-03-26 09:49:50,5.28002793632674,4,203,429,283
14011394,109646,2018-07-06 09:51:48,2017-11-22 09:09:46,0.613778602232369,6,48,102,82
14011394,53696,2018-07-06 09:51:48,2015-06-13 04:35:35,3.06567012303399,10,2,9,36
14011395,81764,2018-07-06 18:40:09,2016-08-31 14:38:07,1.8395015854896,11,152,564,255
14011397,934,2018-07-06 10:04:09,2010-10-01 18:58:03,7.75720338660578,9,1003,1615,2383
14011397,115,2018-07-06 10:04:09,2010-07-22 22:00:13,7.94863762049721,140,2246,9522,88284
14011397,5636,2018-07-06 10:04:09,2012-01-25 15:39:25,6.44730733130391,288,12,238,986
14011402,119475,2018-07-06 19:00:35,2018-04-25 12:10:03,0.19530162354135,1,2,0,10
14011402,55097,2018-07-06 19:00:35,2015-07-13 03:58:38,2.97294891552511,60,5,96,221
14011408,9518,2018-07-06 17:23:14,2012-08-13 20:56:51,5.8906894660071,44,18,103,177
14011410,123548,2018-07-08 17:16:14,2018-07-05 12:26:51,0.00876975520040589,2,1,0,7
14011410,429,2018-07-08 17:16:14,2010-08-02 16:47:43,7.92539672120751,5,186,2016,939
14011416,8520,2018-07-06 16:39:22,2012-06-28 21:41:11,6.02545316463724,1,532,1096,967
14011416,6104,2018-07-06 16:39:22,2012-02-25 17:39:13,6.36016010273973,6,9,28,34
14011422,81764,2018-07-07 13:41:18,2016-08-31 14:38:07,1.84167272323694,11,152,571,260
14011423,43067,2018-07-06 18:26:15,2014-12-17 16:20:46,3.55023874302385,20,136,337,285
14011424,51710,2018-07-07 08:00:40,2015-05-07 04:53:08,3.16679515474378,31,20,68,133
14011436,7505,2018-07-07 11:16:28,2012-05-13 12:44:32,6.1546269660071,17,32,84,190
14011443,84455,2018-07-07 20:51:32,2016-10-14 22:00:39,1.72384110223237,17,374,742,808
14011448,84455,2018-07-08 12:44:19,2016-10-14 22:00:39,1.72565385591071,17,375,747,809
14011453,115,2018-07-08 17:44:10,2010-07-22 22:00:13,7.95499229452055,140,2246,9527,88356
14011457,2856,2018-07-09 01:32:02,2011-05-03 01:25:23,7.18562909056317,3,559,961,1481
14011457,84455,2018-07-09 01:32:02,2016-10-14 22:00:39,1.72711450405885,17,375,748,809
14011472,63384,2018-07-09 08:30:52,2015-12-04 01:39:39,2.59119333460173,1,572,555,2237
14011472,115,2018-07-09 08:30:52,2010-07-22 22:00:13,7.95667931887367,140,2246,9531,88372
14011473,63384,2018-07-09 08:56:14,2015-12-04 01:39:39,2.59124159690512,1,573,557,2238
14011473,51035,2018-07-09 08:56:14,2015-04-24 13:09:59,3.20705146499239,20,129,373,239
14011484,150,2018-07-09 14:10:29,2010-07-23 05:42:36,7.95644574454592,10,243,233,391
14011499,123067,2018-07-09 17:13:38,2018-06-26 19:57:02,0.0353055555555556,1,1,4,17
14011516,111584,2018-07-10 21:29:01,2017-12-23 00:17:28,0.544884988584475,2,60,147,197
14011526,9880,2018-07-10 09:28:33,2012-08-30 22:22:33,5.85400684931507,84,360,1382,1062
14011531,105900,2018-07-10 12:13:28,2017-09-20 11:39:43,0.794584760273973,1,74,69,100
14011546,8563,2018-07-17 09:18:51,2012-07-01 01:40:14,6.04881776382547,13,375,1871,942
14011546,21532,2018-07-17 09:18:51,2013-08-29 07:38:43,4.87690284119736,57,48,134,332
14011556,638,2018-07-11 07:56:38,2010-08-17 11:48:58,7.8947634449518,13,278,250,538
14011566,429,2018-07-11 07:00:35,2010-08-02 16:47:43,7.93244457128361,5,187,2019,942
14011566,62486,2018-07-11 07:00:35,2015-11-17 12:07:26,2.64188194444444,24,22,56,149
14011569,34531,2018-07-11 04:33:39,2014-07-14 22:07:58,3.98087078259767,28,532,2495,1000
14011590,7424,2018-07-11 05:54:11,2012-05-09 07:02:05,6.17384341704718,70,394,908,2668
14011596,63384,2018-07-11 07:48:10,2015-12-04 01:39:39,2.59659154616946,1,575,562,2245
14011608,109646,2018-07-11 11:46:52,2017-11-22 09:09:46,0.627696156773212,6,50,108,84
14011608,106206,2018-07-11 11:46:52,2017-09-26 08:00:12,0.781253170979198,9,1,15,31
14011609,27874,2018-07-11 11:12:12,2014-03-10 11:48:03,4.33417836757991,2,334,1248,10033
14011609,103570,2018-07-11 11:12:12,2017-08-11 08:17:37,0.904441749112126,10,8,26,46
14011610,865,2018-07-11 11:21:45,2010-09-21 22:04:41,7.79809183155758,6,454,1330,694
14011615,87361,2018-07-11 13:33:42,2016-12-01 15:15:09,1.60323164003044,6,2,1,33
14011615,84455,2018-07-11 13:33:42,2016-10-14 22:00:39,1.73396699010654,17,376,755,810
14011619,18189,2018-08-28 20:00:00,2013-05-15 20:12:36,5.28559246575342,14,146,200,318
14011619,93008,2018-08-28 20:00:00,2017-03-08 12:37:40,1.46727993404363,27,5,43,102
14011622,84870,2018-07-11 16:08:54,2016-10-21 14:29:29,1.71594257356672,2,269,295,602
14011622,16716,2018-07-11 16:08:54,2013-04-01 15:22:43,5.27748512810756,19,6,33,80
14011638,85116,2018-07-11 20:18:10,2016-10-25 19:06:24,1.70493106291223,12,4,14,41
14011638,9880,2018-07-11 20:18:10,2012-08-30 22:22:33,5.85798252790462,84,360,1385,1063
14011644,80215,2018-07-11 22:10:55,2016-08-04 16:58:55,1.92456621004566,7,217,540,543
14011644,9880,2018-07-11 22:10:55,2012-08-30 22:22:33,5.85819704464739,84,360,1388,1063
14011670,429,2018-07-12 10:44:39,2010-08-02 16:47:43,7.93561060375444,5,187,2025,943
14011686,79,2018-07-12 14:00:56,2010-07-22 19:56:07,7.96576258878742,25,1512,3321,3793
14011686,3530,2018-07-12 14:00:56,2011-07-01 09:17:09,7.03547142947742,56,20,83,208
14011691,21260,2018-07-12 15:22:43,2013-08-20 20:33:59,4.88707902080162,5,20,18,44
14011691,23266,2018-07-12 15:22:43,2013-10-24 21:50:58,4.71159008751903,37,26,111,158
14011696,81764,2018-07-12 18:40:36,2016-08-31 14:38:07,1.85594079781837,11,160,597,275
14011697,81764,2018-07-12 18:30:56,2016-08-31 14:38:07,1.85592240613902,11,160,595,275
14011704,35230,2018-07-12 22:59:31,2014-07-30 18:34:33,3.94228494419077,41,290,295,780
14011704,115,2018-07-12 22:59:31,2010-07-22 22:00:13,7.96655117960426,140,2248,9552,88642
14011705,22672,2018-07-12 23:47:45,2013-10-06 23:37:26,4.75892373795028,8,7,11,38
14011705,15054,2018-07-12 23:47:45,2013-02-11 05:35:30,5.41920138888889,9,659,5194,1007
14011713,45061,2018-07-13 08:21:05,2015-01-15 17:01:17,3.49147602739726,3,13,23,31
14011722,79,2018-07-13 09:38:39,2010-07-22 19:56:07,7.96800329781837,25,1512,3325,3793
14011730,85116,2018-07-13 17:33:58,2016-10-25 19:06:24,1.7100981100964,12,4,19,42
14011732,25814,2018-07-13 11:43:23,2014-01-15 10:55:21,4.493242072552,92,1258,3834,4547
14011738,59,2018-07-13 20:03:09,2010-07-22 19:29:46,7.96924159690512,113,501,1930,1656
14011757,22780,2018-07-13 21:24:13,2013-10-09 20:32:56,4.75352222856418,2,126,199,146
14011760,1462,2018-07-14 11:09:28,2010-12-16 01:37:35,7.57848531836631,5,6,108,27
14011771,84455,2018-07-14 13:54:23,2016-10-14 22:00:39,1.74222552004059,17,378,758,815
14011792,15054,2018-07-16 07:17:46,2013-02-11 05:35:30,5.42827676306443,9,660,5200,1009
14011802,24811,2018-07-16 21:53:23,2013-12-11 10:13:12,4.59311298198884,1,1,0,4
14011804,23470,2018-07-17 04:28:07,2013-10-30 18:32:21,4.70798281329274,8,66,113,117
14011806,429,2018-07-16 13:37:44,2010-08-02 16:47:43,7.94689881405378,5,187,2031,945
14011810,84455,2018-07-17 10:19:46,2016-10-14 22:00:39,1.74729664510401,17,381,765,819
14011811,79,2018-07-17 07:48:46,2010-07-22 19:56:07,7.97875313926941,25,1515,3330,3796
14011812,20447,2018-07-17 02:31:57,2013-07-25 16:59:30,4.9682124238965,15,5,39,57
14011828,2856,2018-07-17 01:08:14,2011-05-03 01:25:23,7.20750161719939,3,566,977,1508
14011828,59948,2018-07-17 01:08:14,2015-09-29 01:59:47,2.7903128805175,46,6,96,256
14011840,98398,2018-07-17 11:47:50,2017-06-02 18:12:07,1.12324147006596,3,40,135,103
14011844,934,2018-07-17 12:02:31,2010-10-01 18:58:03,7.78756557584982,9,1004,1631,2389
14011844,35356,2018-07-17 12:02:31,2014-08-04 00:18:26,3.94312040208016,21,2,33,69
14011849,97137,2018-07-17 13:04:38,2017-05-12 16:37:11,1.1783627283105,13,3,29,54
14011849,12236,2018-07-17 13:04:38,2012-10-25 10:52:52,5.72422330035515,20,51,88,124
14011868,45047,2018-07-17 17:49:28,2015-01-15 13:26:09,3.5011859145104,3,1,11,14
14011868,9880,2018-07-17 17:49:28,2012-08-30 22:22:33,5.87413796930492,84,360,1398,1065
14011870,27874,2018-07-17 18:25:20,2014-03-10 11:48:03,4.35144079781837,2,334,1259,10101
14011870,276,2018-07-17 18:25:20,2010-07-29 22:55:46,7.96044438102486,2,1220,4208,3890
14011878,111934,2018-07-17 23:02:07,2018-01-02 19:13:33,0.534681443429731,1,18,18,43
14011891,109646,2018-07-18 08:06:29,2017-11-22 09:09:46,0.646454940385591,6,52,114,86
14011891,14291,2018-07-18 08:06:29,2013-01-16 09:54:26,5.50184941019787,10,2,15,39
14011892,72703,2018-07-20 10:19:58,2016-05-06 14:48:41,2.20359833206494,5,1,10,20
14011902,7849,2018-07-18 11:04:30,2012-05-29 14:30:52,6.14070325976662,33,50,106,219
14011922,107951,2018-07-18 16:20:51,2017-10-25 22:29:00,0.722587233637747,8,8,42,44
14011933,51511,2018-07-19 07:16:51,2015-05-03 23:28:19,3.20842567224759,17,71,128,174
14011940,28687,2018-07-18 22:31:20,2014-04-01 05:01:06,4.29788857179097,6,145,352,263
14011940,8104,2018-07-18 22:31:20,2012-06-09 15:01:14,6.1118152587519,137,784,1819,3451
14011957,15054,2018-07-19 06:01:01,2013-02-11 05:35:30,5.43634991755454,9,662,5212,1012
14011970,16530,2018-07-19 11:06:14,2013-03-26 09:49:50,5.31589878234399,4,206,442,292
14011971,48264,2018-07-19 11:14:09,2015-03-01 09:37:14,3.38032137874176,2,1,2,8
14011972,35561,2018-07-19 11:46:10,2014-08-08 10:45:15,3.93641726915271,32,52,109,246
14011973,14442,2018-07-19 16:18:27,2013-01-21 14:48:11,5.49400735667174,3,6,8,23
14011974,276,2018-07-19 13:00:40,2010-07-29 22:55:46,7.96530612633181,2,1220,4211,3890
14011976,429,2018-07-19 12:51:25,2010-08-02 16:47:43,7.95502987062405,5,188,2035,947
14012028,51511,2018-07-20 11:57:15,2015-05-03 23:28:19,3.21169888381532,17,74,132,179
14012029,25070,2018-07-20 12:05:35,2013-12-18 19:24:09,4.58272723236936,21,1252,1327,2368
14012052,56684,2018-07-20 18:58:43,2015-08-13 15:33:51,2.92504731100964,1,1,0,4
14012052,26288,2018-07-20 18:58:43,2014-01-28 14:25:53,4.4772314180619,5,115,249,147
14012056,34531,2018-07-20 22:24:07,2014-07-14 22:07:58,4.01920880898021,28,532,2508,1000
14012081,27874,2018-09-25 10:50:59,2014-03-10 11:48:03,4.53687772704211,2,347,1336,10408
14012081,79,2018-09-25 10:50:59,2010-07-22 19:56:07,8.17704502790462,26,1565,3427,3916
14012089,276,2018-07-22 01:48:20,2010-07-29 22:55:46,7.97224613140538,2,1220,4215,3892
14012095,26288,2018-07-22 08:05:16,2014-01-28 14:25:53,4.48146762430238,5,116,251,148
14012102,934,2018-07-22 13:30:16,2010-10-01 18:58:03,7.8014311580416,9,1009,1644,2398
14012104,118015,2018-07-23 08:37:11,2018-04-05 09:24:32,0.295800323439878,1,14,24,26
14012104,30694,2018-07-23 08:37:11,2014-05-19 22:45:49,4.17646759259259,9,4,14,49
14012105,37235,2018-07-22 20:51:13,2014-04-01 13:34:49,4.3076796042618,3,18,60,64
14012105,115,2018-07-22 20:51:13,2010-07-22 22:00:13,7.99370433789954,140,2258,9585,89139
14012120,28924,2018-07-23 07:57:08,2014-04-07 16:23:45,4.29218680238458,15,48,55,167
14012120,79,2018-07-23 07:57:08,2010-07-22 19:56:07,8.0068512493658,25,1517,3333,3798
14012128,115,2018-07-23 11:32:52,2010-07-22 22:00:13,8.00702558980213,140,2258,9587,89165
14012134,37468,2018-07-23 15:24:12,2014-09-26 00:30:56,3.8174529426687,2,12,31,27
14012134,99505,2018-07-23 15:24:12,2017-06-21 09:02:04,1.08908320649417,13,3,15,45
14012135,51511,2018-07-23 15:25:44,2015-05-03 23:28:19,3.22031471968544,17,75,140,182
14012158,121816,2018-07-23 21:03:55,2018-06-03 07:49:44,0.138497304667681,10,2,12,43
14012158,65343,2018-07-23 21:03:55,2016-01-15 18:31:32,2.51672827879249,15,19,46,170
14012178,96758,2018-07-24 09:24:32,2017-05-06 13:39:03,1.21389932141045,2,12,32,24
14012189,52014,2018-07-24 12:45:31,2015-05-13 07:15:42,3.19720284753932,4,45,135,80
14012189,35561,2018-07-24 12:45:31,2014-08-08 10:45:15,3.95022881785895,33,56,115,260
14012193,6503,2018-07-24 14:23:49,2012-03-22 12:48:10,6.33853814687976,3,3,8,13
14012193,638,2018-07-24 14:23:49,2010-08-17 11:48:58,7.92837680745814,13,281,252,541
14012204,217,2018-07-24 20:46:50,2010-07-27 16:36:11,7.98609332191781,14,102,128,307
14012208,70719,2018-07-24 17:50:55,2016-04-06 15:15:48,2.2975553970066,4,10,10,28
14012209,81764,2018-07-24 18:16:29,2016-08-31 14:38:07,1.88877162607813,12,168,620,292
14012209,77586,2018-07-24 18:16:29,2016-07-09 20:44:27,2.04218423389143,25,8,78,144
