question_id,total_score,viewcount,answer_number,comment_number,q_edited,a_edited,wiki
174961,6,698,2,4,t,t,f
174971,14,2561,1,2,f,f,f
174977,4,877,1,5,f,f,f
174980,8,1670,3,0,t,f,f
174997,3,448,2,2,t,t,f
175000,3,378,1,0,f,f,f
175002,2,236,2,6,t,f,f
175013,3,236,1,2,t,f,f
175016,9,621,2,5,t,f,f
175018,6,95,1,4,t,t,f
175023,3,248,1,0,t,f,f
175026,10,2168,1,5,t,t,f
175030,1,336,3,5,t,f,f
175043,37,13821,2,3,t,t,f
175045,3,512,4,1,t,t,f
175050,3,81,1,0,t,f,f
175051,5,83,1,0,t,f,f
175053,2,475,1,3,t,t,f
175055,2,702,1,3,t,f,f
175057,9,3941,2,6,f,t,f
175061,1,236,1,0,t,f,f
175062,2,341,1,0,t,f,f
175068,13,2849,1,1,t,f,f
175072,3,149,1,0,f,f,f
175077,1,80,1,1,t,f,f
175078,6,636,1,3,t,f,f
175080,1,275,1,6,t,f,f
175082,7,2545,1,1,t,f,f
175086,4,404,1,5,f,f,f
175088,7,644,1,2,t,f,f
175106,5,1472,2,3,t,t,f
175108,14,4490,2,0,t,t,f
175119,7,259,1,0,t,f,f
175121,2,529,2,0,t,f,f
175124,3,132,2,6,t,f,f
175127,2,77,1,1,t,f,f
175128,3,65,1,1,t,t,f
175129,5,836,1,0,f,f,f
175132,0,431,1,0,t,f,f
175134,2,61,1,5,t,f,f
175143,5,154,1,3,t,t,f
175148,9,2131,1,1,t,f,f
175154,11,2431,4,9,t,f,f
175155,2,1044,1,4,t,f,f
175156,1,1246,2,1,t,f,f
175159,3,629,1,1,f,f,f
175161,2,150,2,2,t,t,f
175162,7,284,1,4,t,t,f
175163,3,704,1,18,f,t,f
175166,2,345,1,1,t,f,f
175167,2,56,1,2,t,f,f
175170,5,405,1,7,t,t,f
175172,2,394,1,5,t,f,f
175176,3,47,1,0,t,f,f
175183,10,102,1,13,t,f,f
175184,2,74,1,4,t,f,f
175191,4,407,1,10,t,t,f
175193,6,273,2,7,t,f,f
175207,4,1953,2,5,t,f,f
175213,6,268,1,0,f,f,f
175215,2,126,1,3,t,t,f
175220,2,1223,1,1,t,t,f
175221,6,1512,2,1,t,f,f
175225,3,903,1,5,f,f,f
175228,40,6542,3,2,t,f,f
175240,6,465,2,8,t,f,f
175245,18,2179,1,3,t,t,f
175246,1,45,1,0,t,f,f
175247,4,83,1,1,t,f,f
175249,33,713,1,0,t,t,f
175250,2,296,1,0,t,f,f
175263,3,79,1,2,t,f,f
175264,12,757,1,2,t,t,f
175267,3,127,1,0,t,f,f
175269,4,42,1,0,t,f,f
175279,11,11331,1,10,f,t,f
175280,2,302,1,6,t,f,f
175282,3,45,1,0,f,f,f
175284,1,267,1,1,t,f,f
175287,0,194,1,3,f,f,f
175290,1,103,1,1,t,f,f
175293,26,6553,1,2,t,t,f
175299,15,403,2,3,t,f,f
175301,1,43,1,2,t,f,f
175304,2,55,1,8,t,f,f
175305,3,801,2,1,f,f,f
175308,3,357,1,2,t,f,f
175316,4,163,1,7,t,f,f
175318,6,192,1,2,t,t,f
175319,4,718,1,0,t,t,f
175325,0,726,2,9,t,t,f
175327,6,1641,1,9,t,f,f
175335,6,786,4,9,t,t,f
175343,4,868,1,13,f,f,f
175345,2,924,1,5,t,f,f
175346,1,88,2,0,t,f,f
175352,25,2830,2,1,t,t,f
175353,5,1150,1,2,t,f,f
175357,2,518,1,0,t,f,f
175359,3,474,1,1,t,f,f
175369,12,1537,2,9,t,t,f
175374,5,256,2,1,f,f,f
175379,2,243,1,2,f,f,f
175380,4,182,1,4,t,f,f
175383,11,1996,1,6,f,t,f
175391,5,408,1,2,t,t,f
175393,23,435,1,8,t,t,f
175398,15,5575,1,7,f,t,f
175399,14,4804,2,8,f,t,f
175400,1,267,1,0,t,f,f
175402,5,266,1,0,t,t,f
175407,4,350,1,6,f,f,f
175410,2,591,1,5,t,f,f
175412,2,107,1,2,t,f,f
175413,9,935,1,1,t,f,f
175419,6,725,1,1,t,t,f
175420,3,464,1,5,f,f,f
175421,22,2103,2,1,t,f,f
175428,21,1413,1,6,t,f,f
175444,6,87,1,2,f,t,f
175451,2,165,1,12,t,f,f
175454,15,527,2,2,f,f,f
175458,1,891,1,1,t,t,f
175462,4,1846,1,4,t,t,f
175472,1,1951,1,0,t,t,f
175475,9,828,1,7,t,f,f
175476,6,1283,1,3,f,t,f
175478,7,253,1,2,t,f,f
175484,21,877,2,4,t,t,f
175485,1,339,1,0,t,f,f
175493,16,477,3,1,t,f,f
175495,4,465,1,3,t,t,f
175500,2,249,1,2,f,f,f
175503,6,135,1,2,t,f,f
175504,3,80,2,1,t,t,f
175505,3,187,1,0,t,f,f
175508,0,246,1,4,t,f,f
175512,2,93,1,3,t,f,f
175515,14,368,2,12,t,f,f
175517,2,33,1,2,t,f,f
175519,4,1114,3,8,t,f,f
175522,5,367,1,4,t,t,f
175526,6,660,1,2,t,f,f
175528,2,39,1,0,t,t,f
175529,3,99,2,1,t,f,f
175530,3,214,1,4,t,f,f
175533,5,389,2,7,t,f,f
175535,2,661,1,2,t,t,f
175539,4,1620,2,4,t,f,f
175542,0,646,1,8,t,f,f
175550,5,392,1,7,t,t,f
175551,9,791,1,0,t,t,f
175554,3,1570,1,3,t,t,f
175560,2,599,2,1,f,t,f
175563,10,1893,1,1,t,f,f
175566,2,62,3,0,t,f,f
175567,9,13629,3,8,t,t,f
175568,1,206,1,2,f,f,f
175574,1,866,1,1,f,f,f
175578,5,131,1,3,t,f,f
175579,8,1739,1,2,t,t,f
175580,6,710,2,2,t,f,f
175582,3,523,1,13,t,t,f
175585,4,105,1,1,t,f,f
175590,1,388,1,2,f,t,f
175592,6,2080,1,2,f,t,f
175597,8,81,1,1,t,f,f
175599,22,1052,3,4,t,t,f
175602,1,115,1,0,t,f,f
175604,5,188,1,3,t,f,f
175605,6,1659,2,5,t,t,f
175610,39,1793,5,5,t,t,f
175614,3,225,1,0,t,f,f
175615,5,98,1,3,t,t,f
175617,11,896,2,3,f,f,f
175618,3,337,2,0,t,f,f
175627,9,1061,1,0,t,t,f
175629,1,202,1,2,t,f,f
175631,2,91,1,2,f,f,f
175632,4,54,1,0,f,f,f
175633,12,5806,4,4,t,f,f
175636,3,1594,1,4,t,f,f
175642,4,3196,1,8,t,f,f
175646,1,404,1,1,t,t,f
175655,3,291,1,1,t,f,f
175658,2,316,1,1,t,f,f
175662,4,3477,1,3,t,t,f
175663,1,168,1,2,t,f,f
175665,7,250,1,3,f,f,f
175666,5,1189,1,6,t,t,f
175669,2,167,1,9,t,f,f
175671,2,621,2,0,f,f,f
175676,2,78,1,6,t,f,f
175679,4,451,1,1,t,f,f
175682,5,4930,1,1,t,f,f
175683,14,5687,3,2,t,f,f
175692,3,2251,1,1,t,t,f
175693,11,5268,1,1,t,t,f
175697,45,3669,4,10,t,t,f
175700,6,187,1,4,t,f,f
175705,2,910,1,1,t,f,f
175706,4,1265,1,5,t,t,f
175713,5,1591,1,4,f,f,f
175714,5,463,2,8,t,f,f
175716,7,287,2,18,t,t,f
175717,8,1806,1,1,t,f,f
175720,4,1788,2,7,t,t,f
175724,1,1941,1,0,f,f,f
175726,6,656,1,4,f,f,f
175729,2,2776,1,4,t,f,f
175736,1,460,1,1,f,f,f
175741,5,113,1,1,t,f,f
175747,3,457,1,2,f,f,f
175748,5,511,2,2,t,t,f
175756,9,3659,2,1,f,f,f
175760,2,1985,1,1,t,t,f
175761,13,7426,2,2,t,f,f
175764,0,68,1,5,f,t,f
175767,8,243,1,6,f,t,f
175773,1,1465,1,4,f,f,f
175775,9,637,1,1,t,t,f
175777,4,816,2,17,t,f,f
175780,1,62,1,0,f,t,f
175781,7,7617,1,9,t,t,f
175784,14,3451,1,4,f,t,f
175786,4,589,1,2,t,t,f
175787,8,663,1,0,t,f,f
175791,14,775,1,2,t,f,f
175795,0,88,2,0,t,f,f
175798,13,1282,3,5,t,f,f
175802,8,292,2,6,t,t,f
175803,5,358,1,8,t,f,f
175810,2,689,1,1,t,f,f
175817,1,88,1,9,t,f,f
175818,4,1217,1,4,t,f,f
175819,24,838,2,2,t,t,f
175821,2,1004,1,0,t,f,f
175822,3,281,1,5,t,f,f
175829,12,2039,1,3,t,f,f
175830,1,325,1,2,t,f,f
175831,19,5791,3,2,t,t,f
175834,18,7647,1,3,t,f,f
175837,7,887,1,1,t,f,f
175838,9,302,1,5,t,f,f
175839,4,353,1,1,f,f,f
175840,2,439,1,0,t,f,f
175841,3,493,1,3,t,f,f
175843,4,1780,2,3,t,f,f
175844,4,2143,1,8,f,f,f
175847,4,324,1,0,t,f,f
175848,6,100,2,4,t,f,f
175855,0,171,1,11,f,f,f
175856,7,398,1,6,t,f,f
175858,0,147,1,2,t,f,f
175863,2,2427,2,4,t,t,f
175866,3,509,1,17,t,t,f
175867,4,212,1,0,t,f,f
175872,5,1027,1,3,t,f,f
175874,1,33,1,3,t,f,f
175879,1,118,1,2,t,f,f
175880,5,2480,3,1,t,f,f
175886,2,1302,2,3,t,f,f
175887,3,128,1,5,t,f,f
175888,10,2310,1,4,f,f,f
175889,2,109,1,2,t,f,f
175890,6,423,1,0,t,f,f
175894,2,178,2,5,t,t,f
175896,1,217,1,0,f,f,f
175901,3,491,2,14,t,t,f
175903,4,681,2,0,t,f,f
175904,6,665,1,14,f,f,f
175916,3,319,1,2,f,f,f
175922,3,670,1,0,t,f,f
175930,11,1761,2,1,t,f,f
175932,2,1151,1,3,f,f,f
175935,2,322,2,0,f,t,f
175940,5,570,1,3,t,f,f
175941,7,577,1,1,t,f,f
175946,2,454,1,0,f,f,f
175947,12,380,1,2,t,f,f
175949,5,152,1,1,t,f,f
175952,14,1002,1,3,f,t,f
175953,20,439,3,3,t,f,f
175959,4,12337,1,10,f,t,f
175961,6,454,3,2,f,t,f
175963,3,300,1,3,t,f,f
175964,4,431,1,2,f,f,f
175966,2,1317,2,9,t,f,f
175967,4,1016,2,3,t,f,f
175969,4,213,1,1,f,f,f
175970,3,175,1,1,t,f,f
175972,6,307,1,2,t,t,f
175973,2,85,1,3,t,f,f
175974,13,1943,5,6,f,t,f
175976,2,1018,1,4,t,f,f
175977,3,679,2,2,f,f,f
175978,4,61,2,0,t,t,f
175979,6,83,2,6,t,t,f
175980,10,3748,2,6,f,t,f
175985,3,172,1,2,t,f,f
175994,26,1594,2,0,t,f,f
176000,3,2465,1,0,f,t,f
176003,6,3914,1,1,t,t,f
176013,6,196,1,3,t,f,f
176017,0,963,1,1,f,f,f
176018,4,152,1,6,t,t,f
176019,3,1182,2,5,t,t,f
176022,2,70,2,5,t,f,f
176025,3,631,1,0,t,f,f
176033,3,246,1,0,t,f,f
176043,6,2023,3,5,t,t,f
176044,2,681,1,0,t,t,f
176045,1,357,1,0,t,f,f
176048,5,182,2,4,t,f,f
176058,4,1562,1,3,f,f,f
176060,5,392,2,4,t,f,f
176066,6,725,2,9,t,f,f
176069,1,1619,1,7,t,t,f
176071,9,1181,1,7,f,t,f
176074,5,103,1,1,f,t,f
176081,2,421,1,0,t,f,f
176082,4,245,1,1,t,f,f
176084,4,70,1,2,f,f,f
176087,1,114,2,10,f,f,f
176089,10,4126,1,2,f,f,f
176093,7,2263,3,4,t,f,f
176096,6,1257,1,1,t,f,f
176097,2,5851,1,3,f,t,f
176098,3,245,1,0,f,f,f
176100,8,1749,2,0,t,f,f
176102,12,574,2,3,t,t,f
176108,1,81,1,10,t,f,f
176109,8,643,1,6,f,t,f
176110,1,36,1,1,t,f,f
176111,1,830,1,5,f,t,f
176112,15,831,1,0,t,f,f
176116,6,92,1,10,t,t,f
176125,3,1471,4,5,t,t,f
176133,3,583,1,4,t,f,f
176136,4,65,1,10,t,t,f
176139,3,108,2,4,t,f,f
176140,1,730,1,0,t,t,f
176141,1,84,1,0,f,f,f
176145,9,143,3,2,t,t,f
176150,7,225,1,1,t,t,f
176151,10,402,2,0,t,t,f
176153,13,11856,3,8,t,f,f
176161,1,105,1,2,t,f,f
176162,5,3173,1,1,t,t,f
176163,1,223,1,0,f,f,f
176164,9,1138,1,1,t,f,f
176168,2,190,1,6,f,t,f
176170,16,1542,1,1,t,t,f
176174,3,1121,1,5,f,f,f
176179,2,872,1,1,t,f,f
176180,6,72,1,2,t,f,f
176187,5,958,1,0,t,f,f
176195,4,96,1,5,t,f,f
176196,7,2574,2,3,t,t,f
176197,10,221,1,8,t,f,f
176202,5,180,1,1,t,f,f
176210,5,3085,1,3,t,f,f
176212,12,383,2,8,t,f,f
176214,4,1976,1,17,f,t,f
176215,4,207,1,1,t,f,f
176218,4,266,1,2,t,f,f
176219,16,1226,2,4,t,f,f
176220,7,575,2,2,t,t,f
176227,3,364,1,6,t,f,f
176230,6,314,2,8,t,f,f
176231,3,867,1,1,t,f,f
176232,4,580,1,1,t,f,f
176235,6,811,1,0,t,f,f
176236,-3,1537,1,4,t,f,f
176238,5,196,2,3,t,f,f
176239,8,224,2,1,t,f,f
176246,1,154,1,0,t,t,f
176248,3,4041,2,2,t,f,f
176258,2,556,1,4,f,f,f
176261,4,1615,2,5,t,t,f
176262,8,646,1,3,t,f,f
176263,21,2422,1,0,t,t,f
176265,2,139,1,11,t,t,f
176271,6,773,1,3,t,f,f
176275,1,693,3,12,t,t,f
176281,6,180,1,0,f,f,f
176292,2,282,1,1,t,f,f
176295,4,581,1,4,f,t,f
176336,1,300,1,2,t,f,f
176350,2,384,1,1,t,f,f
176351,3,511,1,0,t,f,f
176353,5,79,2,1,t,t,f
176359,6,202,1,3,t,f,f
176361,4,97,1,0,t,t,f
176365,9,29840,5,6,t,t,f
176366,4,980,1,0,f,f,f
176367,8,934,2,9,t,t,f
176368,6,242,2,6,t,t,f
176369,6,289,1,1,f,f,f
176371,2,71,1,2,t,f,f
176372,6,7534,2,2,f,f,f
176374,3,1475,1,2,f,f,f
176379,6,5380,3,4,t,f,f
176381,12,477,1,15,t,t,f
176384,3,259,1,3,t,f,f
176386,2,471,1,1,t,f,f
176387,5,4266,1,3,t,f,f
176388,2,529,1,3,t,t,f
176399,12,1119,2,11,t,t,f
176400,2,8791,1,8,t,t,f
176409,3,889,1,1,f,f,f
176419,2,34,1,1,f,t,f
176423,4,1491,1,4,t,f,f
176425,9,743,1,1,t,f,f
176427,5,139,1,0,t,f,f
176428,1,722,1,1,t,f,f
176430,3,159,1,2,t,t,f
176438,6,1325,1,0,f,t,f
176440,5,195,1,5,t,t,f
176442,5,3030,1,2,t,f,f
176444,0,124,1,2,t,f,f
176450,38,1484,4,3,t,t,f
176452,1,81,3,5,t,f,f
176453,8,923,2,0,t,f,f
176461,8,564,3,3,t,t,f
176465,0,262,1,1,t,f,f
176470,11,5434,1,1,t,f,f
176471,10,947,1,1,t,t,f
176472,8,860,2,6,t,f,f
176476,7,900,2,5,t,f,f
176477,2,919,1,4,t,f,f
176484,2,144,1,1,f,f,f
176486,3,317,1,2,f,f,f
176489,4,489,1,6,t,t,f
176490,6,1625,2,0,f,t,f
176491,5,70,2,0,t,f,f
176496,2,369,1,0,t,t,f
176502,1,76,1,0,t,t,f
176507,7,710,1,6,t,f,f
176513,3,123,2,2,f,t,f
176517,10,605,2,3,t,t,f
176522,1,262,3,1,t,f,f
176525,9,4530,1,5,t,f,f
176535,3,330,1,0,f,f,f
176544,19,353,3,7,t,t,f
176546,6,162,1,7,t,f,f
176551,1,1532,3,1,t,f,f
176554,2,977,1,7,t,f,f
176563,4,133,1,4,t,f,f
176568,3,2478,1,5,t,f,f
176569,2,324,1,2,t,f,f
176570,8,2821,1,4,t,f,f
176574,3,347,1,3,f,f,f
176578,1,224,1,4,t,f,f
176579,2,115,2,4,f,f,f
176585,1,1035,2,0,t,f,f
176589,3,1634,1,0,f,f,f
176591,6,2075,2,8,t,t,f
176595,2,90,2,9,f,f,f
176599,25,2999,1,10,t,t,f
176601,5,3966,2,2,t,f,f
176609,11,185,2,3,t,t,f
176612,6,353,2,8,t,f,f
176620,7,547,2,0,t,f,f
176622,11,1099,1,6,t,f,f
176623,6,852,2,3,t,t,f
176625,1,442,1,1,t,f,f
176629,2,218,1,1,t,t,f
176630,2,131,1,3,t,f,f
176634,6,269,1,10,t,f,f
176637,3,78,1,2,t,t,f
176641,2,3625,1,3,t,t,f
176642,3,186,1,6,t,f,f
176644,1,301,1,4,t,t,f
176646,4,424,1,3,t,f,f
176647,8,790,1,2,t,f,f
176648,3,701,1,3,t,t,f
176652,9,459,1,0,t,t,f
176653,1,150,1,14,t,f,f
176655,6,908,2,6,t,t,f
176661,8,1510,2,3,t,f,f
176662,5,1522,2,7,t,t,f
176663,4,82,3,0,t,f,f
176668,3,77,1,0,t,f,f
176672,6,531,1,2,t,t,f
176677,7,163,2,4,t,f,f
176684,8,1215,1,2,t,t,f
176686,10,2254,1,1,f,t,f
176687,3,2122,3,8,t,t,f
176688,8,154,2,1,t,f,f
176689,17,353,3,0,t,f,f
176693,4,1349,1,0,t,f,f
176695,6,2256,1,4,f,f,f
176696,2,430,1,2,t,f,f
176697,3,502,1,0,t,t,f
176699,5,508,1,2,t,t,f
176706,5,117,1,0,f,f,f
176707,9,420,1,1,t,t,f
176709,3,1271,3,1,t,f,f
176710,2,57,1,1,t,f,f
176717,13,1425,1,5,t,t,f
176720,5,176,1,0,f,f,f
176721,2,117,1,3,f,f,f
176722,20,4658,2,7,f,t,f
176732,1,364,1,0,f,f,f
176734,4,599,1,3,t,t,f
176735,6,2345,1,4,f,t,f
176738,9,271,2,0,f,f,f
176743,0,93,1,0,f,f,f
176744,6,1352,1,3,t,f,f
176745,1,330,1,5,f,f,f
176748,17,937,1,0,t,f,f
176749,1,97,1,5,t,f,f
176751,7,383,1,2,t,f,f
176753,7,64,3,4,t,t,f
176754,2,1650,1,0,t,f,f
176764,1,507,1,1,t,t,f
176765,4,1839,3,8,t,t,f
176766,1,1976,1,1,t,t,f
176767,2,448,1,9,t,t,f
176769,5,1327,2,0,f,f,f
176782,6,472,1,5,f,f,f
176784,2,998,1,1,f,t,f
176791,4,270,1,5,t,f,f
176793,5,140,2,1,t,t,f
176796,3,240,1,5,t,f,f
176797,3,3346,1,7,t,t,f
176799,4,72,2,1,f,f,f
176800,4,977,1,3,t,f,f
176801,5,3797,2,2,f,f,f
176806,4,45,1,0,f,f,f
176810,3,15300,1,0,t,f,f
176811,4,570,1,6,t,f,f
176818,11,1085,4,3,f,t,f
176819,2,185,1,2,t,f,f
176821,9,1915,1,8,f,f,f
176825,25,15429,5,4,t,t,f
176827,4,203,1,1,t,t,f
176829,6,429,1,3,t,f,f
176831,9,803,1,0,t,f,f
176835,0,267,1,6,t,f,f
176836,2,400,1,0,t,f,f
176839,27,4346,4,5,t,t,f
176844,3,92,1,0,f,f,f
176845,17,2836,2,3,f,f,f
176846,2,98,1,2,t,t,f
176847,1,310,1,5,t,f,f
176853,9,892,1,1,t,t,f
176856,4,217,1,0,f,t,f
176864,4,334,1,0,f,f,f
176867,1,145,1,2,t,f,f
176870,6,520,1,1,t,f,f
176873,3,42,1,0,t,t,f
176876,3,568,1,4,t,f,f
176879,11,7687,2,7,t,f,f
176882,6,264,1,1,t,f,f
176884,2,93,1,4,f,f,f
176889,6,496,2,0,t,t,f
176890,3,64,1,0,t,f,f
176894,2,4977,1,9,t,f,f
176896,2,143,1,2,t,f,f
176898,4,1542,1,2,t,f,f
176902,2,455,1,2,t,f,f
176904,4,87,1,5,t,f,f
176911,3,209,1,0,t,t,f
176916,9,447,2,9,t,f,f
176917,2,1811,1,1,t,f,f
176921,4,1838,2,11,t,f,f
176923,2,273,1,3,f,t,f
176924,3,142,2,2,t,f,f
176936,5,1145,1,1,f,f,f
176939,4,117,2,4,t,f,f
176947,1,310,1,1,t,f,f
176950,3,299,1,4,t,t,f
176953,3,65,1,2,t,t,f
176955,9,143,2,1,t,t,f
176962,2,377,1,3,t,f,f
176969,2,86,1,3,t,t,f
176975,4,394,2,5,f,f,f
176980,8,213,1,7,f,f,f
176981,3,95,1,1,t,f,f
176982,2,872,1,2,f,f,f
176983,2,87,1,0,t,t,f
176986,13,131,3,9,t,t,f
176989,4,733,1,4,t,f,f
176994,4,198,1,8,t,f,f
177004,4,194,1,8,f,t,f
177006,7,287,3,0,t,f,f
177007,2,288,1,0,t,f,f
177018,2,1059,1,6,t,t,f
177019,2,259,1,3,t,f,f
177020,2,385,2,4,t,f,f
177030,1,1514,1,4,t,f,f
177034,6,216,2,5,t,f,f
177035,7,1012,1,2,t,f,f
177036,2,132,1,3,t,f,f
177038,4,335,1,4,f,f,f
177041,4,563,1,14,t,t,f
177042,3,1090,1,6,t,f,f
177043,7,119,1,2,t,f,f
177044,2,140,2,3,t,t,f
177045,5,1195,1,2,t,t,f
177048,5,248,1,4,f,f,f
177049,3,738,1,3,f,f,f
177050,4,763,1,5,t,t,f
177052,2,91,2,0,t,t,f
177056,1,522,1,0,f,f,f
177057,16,3323,3,4,t,t,f
177058,3,676,1,4,t,t,f
177061,6,3986,4,1,f,t,f
177064,2,2226,1,0,t,f,f
177066,10,643,2,6,t,f,f
177075,16,1862,2,1,f,t,f
177077,6,1267,2,2,f,t,f
177083,8,782,2,8,t,t,f
177089,3,2914,1,1,t,f,f
177091,5,79,2,2,t,f,f
177097,2,846,1,1,t,f,f
177106,5,3420,3,9,t,t,f
177107,3,418,2,0,t,f,f
177110,3,217,1,0,t,f,f
177118,6,342,1,0,t,f,f
177122,3,80,2,4,t,f,f
177128,2,188,1,3,f,f,f
177134,5,1486,1,5,t,f,f
177135,4,1063,1,4,f,f,f
177140,2,197,1,2,f,f,f
177145,8,920,1,4,t,f,f
177146,5,969,1,1,t,t,f
177150,3,943,1,0,t,f,f
177152,2,439,1,2,t,f,f
177155,2,994,2,3,t,t,f
177156,11,395,1,4,t,f,f
177157,3,1453,1,0,t,f,f
177159,6,1058,3,3,t,t,f
177165,8,98,1,0,f,f,f
177171,7,126,1,2,t,t,f
177173,3,545,1,3,t,f,f
177177,5,1289,1,3,t,f,f
177185,2,380,2,8,f,f,f
177188,7,1005,1,1,t,t,f
177192,6,145,2,2,t,f,f
177193,9,938,1,0,f,f,f
177196,2,819,1,0,t,f,f
177197,6,487,1,1,f,t,f
177198,4,127,2,1,t,f,f
177204,2,783,1,0,t,f,f
177206,11,9338,1,5,t,f,f
177207,9,1077,1,17,f,f,f
177212,0,897,1,4,t,t,f
177214,3,444,1,9,t,f,f
177216,7,746,1,10,t,t,f
177217,4,507,1,1,f,f,f
177223,2,44,1,0,f,f,f
177224,16,646,1,11,f,t,f
177227,3,205,1,1,t,f,f
177230,3,413,1,0,t,f,f
177235,2,230,1,4,f,t,f
177244,1,392,2,2,t,f,f
177248,4,60,1,0,f,f,f
177249,5,484,1,1,f,f,f
177251,3,272,2,0,t,t,f
177254,4,1274,1,2,t,t,f
177256,6,214,1,3,f,f,f
177257,2,232,1,1,f,f,f
177260,5,462,1,1,t,f,f
177264,7,873,1,2,t,f,f
177265,7,374,1,2,t,f,f
177271,3,1547,2,1,t,f,f
177276,7,484,1,0,t,f,f
177279,2,54,1,2,f,f,f
177280,1,418,1,3,t,f,f
177283,3,58,1,3,t,t,f
177286,0,445,1,1,t,f,f
177289,1,237,1,2,t,f,f
177293,5,95,1,0,f,f,f
177296,6,389,4,7,t,f,f
177299,6,1115,2,6,t,f,f
177304,11,2045,2,3,t,t,f
177305,5,654,1,3,f,f,f
177306,6,168,1,2,f,f,f
177307,2,915,1,9,t,f,f
177308,5,63,1,0,t,f,f
177309,10,532,1,2,f,f,f
177313,1,147,1,1,t,f,f
177318,11,491,1,1,f,f,f
177325,4,228,1,2,f,f,f
177336,4,71,3,2,t,t,f
177340,5,441,1,1,t,t,f
177342,9,1226,1,8,t,f,f
177355,4,136,2,3,t,f,f
177356,2,500,1,5,f,f,f
177360,9,906,2,4,t,t,f
177361,3,220,1,2,t,f,f
177366,8,554,1,4,t,f,f
177367,5,277,2,6,t,t,f
177369,8,698,2,1,t,f,f
177371,2,3896,1,5,t,f,f
177373,2,246,1,2,t,f,f
177375,9,107,1,1,t,t,f
177384,6,94,1,2,f,f,f
177385,4,168,2,14,f,t,f
177389,5,57,1,7,t,f,f
177392,19,279,2,2,t,f,f
177395,6,173,1,2,t,f,f
177398,3,1625,1,7,t,f,f
177402,1,542,1,1,t,f,f
177403,22,10019,4,6,f,t,f
177405,4,103,2,3,t,t,f
177413,2,131,1,0,t,t,f
177415,9,189,2,8,t,t,f
177416,6,865,1,2,t,f,f
177423,11,3142,2,7,t,f,f
177424,4,160,1,3,t,f,f
177433,2,858,3,6,t,t,f
177440,5,528,1,2,f,f,f
177444,6,4454,2,9,t,t,f
177447,4,274,1,8,t,f,f
177452,1,644,1,5,t,f,f
177454,12,5629,1,3,f,f,f
177457,2,94,1,4,t,t,f
177462,11,990,2,19,t,f,f
177465,1,143,1,0,t,f,f
177469,5,343,1,4,f,f,f
177479,10,534,3,2,t,t,f
177485,4,897,1,0,t,f,f
177486,3,67,1,1,f,f,f
177488,7,1048,1,4,f,t,f
177490,2,368,1,0,t,f,f
177496,0,109,1,2,t,f,f
177498,2,1598,1,5,t,t,f
177499,11,2256,1,4,f,t,f
177503,1,214,1,1,t,f,f
177504,2,193,1,0,t,f,f
177506,29,11658,2,8,f,t,f
177507,4,2809,1,5,t,f,f
177508,6,1036,1,1,t,f,f
177518,5,965,1,5,t,t,f
177521,5,193,1,0,t,f,f
177537,1,32,1,4,f,f,f
177538,5,529,1,0,t,f,f
177543,1,713,1,0,t,f,f
177544,2,2615,1,11,t,t,f
177545,4,1114,1,4,f,f,f
177556,1,804,1,3,t,f,f
177557,2,83,1,2,t,f,f
177558,7,1999,1,0,t,f,f
177559,1,507,1,1,t,t,f
177560,2,329,1,8,t,t,f
177562,1,110,1,2,f,f,f
177563,2,658,1,6,t,f,f
177570,4,3568,1,5,t,f,f
177572,2,413,2,0,t,t,f
177576,4,312,1,0,t,t,f
177578,7,2251,1,2,t,f,f
177580,2,110,1,2,f,f,f
177581,3,364,1,2,f,t,f
177582,4,2583,2,9,t,t,f
177583,2,858,1,1,t,f,f
177591,3,1030,1,2,f,f,f
177595,3,1337,2,6,t,t,f
177603,3,454,1,12,f,t,f
177604,2,346,1,1,f,f,f
177605,6,1411,1,2,t,f,f
177608,3,3118,1,2,f,t,f
177609,5,175,1,0,t,f,f
177611,3,605,1,0,t,f,f
177612,1,20,1,1,t,f,f
177613,33,4653,2,2,f,t,f
177619,5,1834,1,5,t,t,f
177620,6,823,1,6,t,f,f
177621,4,727,1,1,f,f,f
177622,5,5053,4,3,t,t,f
177625,3,495,1,2,t,t,f
177628,6,3126,1,3,t,t,f
177631,4,159,2,6,t,t,f
177632,1,124,1,2,t,f,f
177633,17,1331,2,3,t,f,f
177638,5,893,1,7,t,t,f
177644,3,205,1,3,t,t,f
177645,4,738,1,8,t,t,f
177646,1,273,2,0,t,f,f
177652,6,265,2,7,t,t,f
177653,6,319,1,4,f,t,f
177655,5,46,1,1,t,f,f
177659,4,376,1,4,t,t,f
177661,1,172,1,0,t,f,f
177665,2,779,1,6,t,f,f
177668,4,921,1,0,t,f,f
177669,3,54,1,5,t,t,f
177671,5,449,2,1,f,t,f
177684,2,286,1,0,t,f,f
177688,4,153,1,2,t,f,f
177689,9,1445,2,3,t,f,f
177699,3,130,1,0,t,f,f
177700,3,48,1,0,t,t,f
177704,9,498,1,4,t,f,f
177709,1,95,1,2,f,f,f
177711,11,3229,4,9,f,t,f
177712,2,558,1,1,t,t,f
177714,2,678,1,0,t,f,f
177722,8,557,1,5,t,t,f
177723,1,348,1,1,t,f,f
177726,6,1067,1,0,t,f,f
177730,6,479,1,0,t,f,f
177732,1,367,1,1,t,f,f
177735,3,808,1,6,f,t,f
177737,2,257,1,1,f,f,f
